Open,High,Low,Close,Adj Close,Volume
0.027879564997138506,0.025987907830912926,0.03365940708208817,0.02476452936390064,0.02154483071290926,0.24557285142139798
0.0204426296053285,0.01887594216356711,0.021267966474595723,0.014611873941691611,0.016911655473795154,0.3073823080864629
0.019210876352688866,0.016421276331831713,0.019682776914975747,0.022697597859654417,0.013175797005538142,0.2813407442236821
0.023440048555302573,0.021740334106323672,0.02290646096211338,0.015336938130020517,0.02054130781519882,0.24105203277721324
0.02025259676041008,0.008166375198316839,0.021183493468425824,0.02221683037968561,0.020329506329733113,0.22188423163286244
0.01376947576068599,0.009219607549396852,0.017534440431962256,0.02717976089886498,0.020213644134040046,0.22925316604130816
0.01914906719344117,0.01691599175981004,0.01959449543827052,0.013901467373067022,0.020533055168849304,0.30580240354325333
0.011652969980350425,0.01788714995731197,0.012528206939178027,0.01020402851744831,0.02028360461210045,0.3106264548306975
0.007186780024115769,0.019076560588149744,0.022752014064366027,0.016031758553976955,0.018862810241085645,0.21629650523223604
0.018394041542261375,0.020661003381633375,0.012811623236392927,0.021726823760455927,0.024425034566667267,0.3011985502165747
0.01299944061761818,0.02049398692834334,0.016417925227027647,0.022930703948502967,0.025465301428345286,0.37077376117648264
0.02620382078310468,0.02314376446126737,0.017012699377710272,0.02026308074699229,0.012894263512266996,0.31134687905646763
0.02078429767946066,0.019585855194626245,0.020394973426574647,0.01499824400623409,0.0191312655359291,0.30884666761299906
0.012120823305311723,0.01046614800979434,0.010171752131875988,0.012459855350000298,0.013443199389136046,0.4576912457008484
0.017227451094985385,0.022770684680707698,0.012374281258450304,0.013769535393872379,0.012280214322446414,0.5538159694299851
0.010012541303570155,0.010928011477162242,0.016990806000515196,0.020144469025946493,0.010517105964307522,0.9942314958085567
0.01017909275997797,0.014446377821762252,0.007275081025446467,0.01663271172789038,0.01284305500013784,0.9123447273630942
0.015218320997253454,0.018893077074370213,0.018051095558151597,0.0070205181054825705,0.009145220895854941,0.6155604034693892
0.004011328460313324,0.01910355004545633,0.012649164620483155,0.012442707493234673,0.0,0.65534747536261
0.006889486348372553,0.01108673847457653,0.0,0.0015351162985003386,0.0163674282392081,0.3834535114723995
0.0015561094348658655,0.00745396370374124,0.007735209948982968,0.0,0.01666677960783193,0.35589113039396986
0.0029354046535883804,0.013633960599992584,0.008404286658553584,0.014841316900169876,0.012248172460152529,0.30897413858274864
0.0029821993180362827,0.010055552984701843,0.019464867062609692,0.009328755663485067,0.014227710866435136,0.38829246555684827
0.0,0.0012946792824358455,0.006491406778862507,0.0015500733807595202,0.00798670074516157,0.4380182373539181
0.010223071572328712,0.0,0.008840959799570142,0.01407014607344792,0.008170714825668168,0.23567647622753865
0.016863435315277897,0.007072130610516952,0.00782884519281532,0.008148009208211238,0.01658540224533099,0.32330029775094976
0.015791806752665394,0.000647294304855689,0.013449646671022136,0.013882206988923479,0.007959174587355497,0.1785939838228349
0.007524732269677953,0.012644482702687226,0.005221533131480854,0.020778600106364398,0.007159857180965387,0.2798679723292878
0.013149069110682476,0.008448074417365004,0.009192023674082783,0.008844947505368628,0.010822999973703742,0.333314301990233
0.02073213876310312,0.009985109437745443,0.0169703891089647,0.014437605849170032,0.013552209921001646,0.2708756809662767
0.013721580767689978,0.009974626658499047,0.01031998736899939,0.008641090762577297,0.015253278188368552,0.21600793329257761
0.015112452681117244,0.010307478958561045,0.010238018970249785,0.017598503155503542,0.017036530959832555,0.21304182334809119
0.012186547792816471,0.008934737363084838,0.016141576102402022,0.01302707355132729,0.009726890467264354,0.20545059080436615
0.010116078027661873,0.01726796488681026,0.010678232989657893,0.01422175992525676,0.018993134160944045,0.19630465282296486
0.006588500141356868,0.0171931006203572,0.014265903199898261,0.010960759871186276,0.018214498386159253,0.289827561026231
0.014073096728503875,0.009689415791355516,0.01017377341880199,0.011695407327004304,0.01226951595604038,0.22834954230505913
0.00994419013552239,0.006470742797597406,0.011127482386168452,0.018080943428925772,0.011320438312716063,0.3403001333626291
0.012454082997159194,0.016683206268574613,0.017443464446993157,0.010092701010783744,0.018741569707348207,0.2567606383817473
0.012867191001116163,0.016724010009978557,0.018534929648794246,0.012704798143647944,0.021477203031045958,0.27810820981441164
0.018980935975830115,0.011620206246172549,0.020233660298701828,0.015127011360317189,0.021275080896567808,0.2865738106016915
0.01783314412912812,0.017130310172792873,0.025166620774656367,0.02987758902440138,0.02027978395903464,0.17710753649454958
0.010656337431681095,0.021143545392195734,0.021050911574249737,0.017012267545779225,0.01618507480746202,0.17691664405313526
