Open,High,Low,Close,Adj Close,Volume
0.020745439645186048,0.036002788420903445,0.020003400523928933,0.025330667131104656,0.011524624337267891,0.05840077196992394
0.02015374280306026,0.025926785353670254,0.01709818429611515,0.022290661932570205,0.024017536465865907,0.07599234009457613
0.029420568953489157,0.0285638457019345,0.01523286429813317,0.02509325171899468,0.03480568260478817,0.039141804769582234
0.026709001201751043,0.025693972713734067,0.019995222001117197,0.024737360777861345,0.015328611044899715,0.1069430936573534
0.025947289712843907,0.02625700813544042,0.012984210605911817,0.01158560569036779,0.014382988226155191,0.07290494382646605
0.024697992070061042,0.015360061119946797,0.01630405787707756,0.027729317126317515,0.018781863685546296,0.056711568236210624
0.02321840630271968,0.024737000592908995,0.013044129245957214,0.02962516850090474,0.005665356155122453,0.15233098636939807
0.020550675969038423,0.03349756458311608,0.022977152706390364,0.01673268826403032,0.012743326124715681,0.09554835178011914
0.02362636119237907,0.017074240873174176,0.013807021242232459,0.02736684674021042,0.016920451880174603,0.07118655735404797
0.027245227107464298,0.02137682600198916,0.01824879854596137,0.01721685229402578,0.021658540719803082,0.15832387355598554
0.029165533950843203,0.019142771694970515,0.01977706252663547,0.025033702522663154,0.014590227015476104,0.11764732919224667
0.020807481902168967,0.02068969236331665,0.019633185249062518,0.01940689882868163,0.012321614826110577,0.1720110811505698
0.019460703456668282,0.02469949012783658,0.01759765235856786,0.014226495715679133,0.01397083777140265,0.13428713156415267
0.0160217853674067,0.015883145004100083,0.008439484040229733,0.02298705868901635,0.007671321177389917,0.08535169788642422
0.01194691287646557,0.012062463015077476,0.006963453601422781,0.004484636767448452,0.005333311354206088,0.22133839168596758
0.008180199576313274,0.018197960759134504,0.012992595635080123,0.010701354640994198,0.008242186576677774,0.30871010141426497
0.0025485683123448455,0.008180554604640969,0.007673915669817094,0.017106621909253383,0.014414344041097454,0.16961642778824607
0.01891883369908237,0.017775077591947866,0.011387282830225248,0.01636764220597492,0.010537686852271577,0.13146430090926586
0.01289065188669472,0.015897404704356674,0.009138607665118204,0.013683400960899234,0.003964379371778806,0.09334013788658405
0.009133447845848158,0.013056815476377978,0.008775907971141306,0.01153019090626553,0.007012486225261599,0.09430057551822632
0.0,0.023889674907797295,0.003507355291534231,0.008832758367752713,0.012366332449533696,0.10377560283403414
0.008335057467910578,0.021004267051636175,0.010856569821819484,0.017523210697853814,0.0005377063667832832,0.15153437321180074
0.017121349825127474,0.018925968546922897,0.006706835324409244,0.00012571817767773052,0.0013768470090836787,0.0839465317985742
0.00812347369550398,0.010792881457578826,0.0038511482879934333,0.010456869477542485,0.006066873818168783,0.10634249234033259
0.014831268983182239,0.015978308320138898,0.014890805859993195,0.013775650315835442,0.019243033352896483,0.06806049928078811
0.012494436512349716,0.008298850449852471,0.0,0.0,0.0,0.1431665514074738
0.0071356014308328886,0.0,0.007051953554587237,0.011264309579864434,0.012574316064078245,0.31039596096421884
0.025475907464063724,0.025469102865141827,0.009644522848590686,0.025719717441941375,0.01247430100677746,0.4179967360784719
0.027700038421097528,0.020902943157545525,0.017670904360364753,0.018614985510207738,0.0165509943261081,0.13638463095408143
0.02257944279043178,0.03281933536226593,0.021126189440299564,0.033983121502968616,0.009469989890798142,0.10105061176623548
0.0202648602117593,0.037894771248616774,0.02800496704601016,0.022914852921643136,0.015361705957387728,0.1393662583278248
0.021751990853092873,0.02618281683987904,0.02148059560119822,0.028243632433112037,0.015110252144046099,0.155548102185864
0.022129062605260597,0.025253721489567824,0.016967280797597906,0.01768917286547994,0.02977947798898889,0.14028522989419165
0.024567572327263115,0.020990825117948184,0.013727917129085665,0.0176014135840957,0.011699409220167989,0.10671018353368182
0.01766374165239945,0.014291529214503731,0.01930767995082963,0.022026894086880938,0.018215885947716004,0.08727033497166183
